Code,JavaDoc,Package
"@Nonnull
    public CompletableFuture<Icon> downloadAsIcon(int width, int height)
    {
        return downloadAsIcon(getUrl(width, height));
    }","/**
     * Downloads the data of this attachment, at the specified size, and constructs an {@link Icon} from the data.
     * <br>The attachment, if an image, may be resized at any size, however if the size does not fit the ratio of the image, then it will be cropped as to fit the target size.
     * <br>If the attachment is not an image then the size parameters are ignored and the file is downloaded.
     *
     * @param  width
     *         The width of this image, must be positive
     * @param  height
     *         The height of this image, must be positive
     *
     * @throws IllegalArgumentException
     *         If any of the follow checks are true
     *         <ul>
     *             <li>The requested width is negative or 0</li>
     *             <li>The requested height is negative or 0</li>
     *         </ul>
     *
     * @return {@link CompletableFuture} which holds an {@link Icon}.
     */",net.dv8tion.jda.api.utils
"@RequestMapping(value = ""updateWeather"", method = RequestMethod.PUT)
    public Mono<Void> updateWeather(@Valid @RequestBody CityWeatherUpdateDTO dto) {
        return service.updateWeather(dto);
    }","/**
     * This method sends the DTO to the service's updateWeather method.
     *
     * @param dto -> CityWeatherUpdateDTO comes from the corresponding request body
     * @return Mono<Void>
     * @since 1.0
     */",org.khasanof.citiesapi.controller.city
"public Optional<Unicode> asUnicodeEmoji() {
        return this instanceof Unicode ? Optional.of((Unicode) this) : Optional.empty();
    }","/**
     * Gets this emoji downcasted to {@link Unicode a unicode reaction emoji}.
     *
     * @return This emoji downcasted to a unicode emoji, if possible.
     */",discord4j.core.object.reaction
"public DiscordWebRequest newRequest(Object... uriVars) {
        return new DiscordWebRequest(this, uriVars);
    }","/**
     * Prepare a request, expanding this route template URI with the given parameters.
     *
     * @param uriVars the values to expand each template parameter
     * @return a request that is ready to be routed
     * @see DiscordWebRequest#exchange
     */",discord4j.rest.route
"public Mono<InviteData> getInvite(String inviteCode, boolean withCounts, boolean withExpiration,
                                      @Nullable Snowflake guildScheduledEventId) {
        Map<String, Object> queryParams = new HashMap<>();
        queryParams.put(""with_counts"", withCounts);
        queryParams.put(""with_expiration"", withExpiration);
        if (guildScheduledEventId != null) {
            queryParams.put(""guild_scheduled_event_id"", guildScheduledEventId.asString());
        }
        return inviteService.getInvite(inviteCode, queryParams);
    }","/**
     * Requests to retrieve an invite.
     *
     * @param inviteCode The code for the invite (e.g. ""xdYkpp"").
     * @param withCounts whether the invite should contain approximate member counts
     * @param withExpiration whether the invite should contain the expiration date
     * @param guildScheduledEventId the guild scheduled event to include with the invite, can be {@code null}
     * @return A {@link Mono} where, upon successful completion, emits the {@link InviteData} as represented by the
     * supplied invite code. If an error is received, it is emitted through the {@code Mono}.
     */",discord4j.rest
"public Snowflake getSelfId() {
        return Snowflake.of(Optional.ofNullable(selfId).orElseThrow(UnsupportedOperationException::new));
    }","/**
     * Gets the bot user's ID.
     *
     * @return The bot user's ID.
     */",discord4j.rest
"public long getGuildId()
    {
        return guildId;
    }","/**
     * The id for the responsible {@link net.dv8tion.jda.api.entities.Guild} instance.
     *
     * @return The ID as a long
     *
     * @since  4.0.0
     *
     * @see    net.dv8tion.jda.api.JDA#getGuildById(long)
     */",net.dv8tion.jda.api.exceptions
"@Nonnull
    public static DataObject getObject(@Nonnull DataObject root, @Nonnull String path)
    {
        DataObject obj = optObject(root, path);
        if (obj == null)
            pathError(path, ""Object"");
        return obj;
    }","/**
     * Parses the given {@code path} and finds the appropriate value within this {@link DataObject}.
     *
     * @param  root
     *         The root data object, which is the top level accessor.
     *         <br>The very first element in the path corresponds to a field of that name within this root object.
     * @param  path
     *         The path of the value, in accordance with the described grammar by {@link DataPath}.
     *         This must start with a name element, such as {@code ""foo""}.
     *
     * @throws ParsingException
     *         If the path is invalid or resolving fails due to missing elements
     * @throws IndexOutOfBoundsException
     *         If any of the elements in the path refer to an array index that is out of bounds
     * @throws IllegalArgumentException
     *         If null is provided or the path is empty
     *
     * @return The DataObject at the given path
     */",net.dv8tion.jda.api.utils.data
"static GlobalRateLimiter create() {
        return BucketGlobalRateLimiter.create();
    }","/**
     * Create a default limiter based off {@link BucketGlobalRateLimiter} that can be shared across multiple
     * {@link RestClient} for coordinated global rate limit actions.
     *
     * @return a default {@link GlobalRateLimiter}
     */",discord4j.rest.request
"public static VoiceReactorResources.Builder builder() {
        return new VoiceReactorResources.Builder();
    }","/**
     * Returns a new builder to create {@link VoiceReactorResources}.
     *
     * @return a builder to create {@link VoiceReactorResources}
     */",discord4j.voice
"@Nonnull
    SnowflakeCacheView<VoiceChannel> getVoiceChannelCache();","/**
     * Sorted {@link net.dv8tion.jda.api.utils.cache.SnowflakeCacheView SnowflakeCacheView} of {@link VoiceChannel}.
     * <br>In {@link Guild} cache, channels are sorted according to their position and id.
     *
     * <p>This getter exists on any instance of {@link IGuildChannelContainer} and only checks the caches with the relevant scoping.
     * For {@link Guild}, {@link JDA}, or {@link ShardManager},
     * this returns the relevant channel with respect to the cache within each of those objects.
     * For a guild, this would mean it only returns channels within the same guild.
     * <br>If this is called on {@link JDA} or {@link ShardManager}, this may return null immediately after building, because the cache isn't initialized yet.
     * To make sure the cache is initialized after building your {@link JDA} instance, you can use {@link JDA#awaitReady()}.
     *
     * @return {@link net.dv8tion.jda.api.utils.cache.SortedSnowflakeCacheView SortedSnowflakeCacheView}
     */",net.dv8tion.jda.api.entities.channel.attribute
"public static DiscordOAuth2Client createFromToken(RestClient restClient, long clientId, String clientSecret,
                                                      AccessTokenData data) {
        return new DiscordOAuth2Client(restClient, clientId, clientSecret, __ -> Mono.just(new AccessToken(data)));
    }","/**
     * Create an OAuth2 client with the raw {@link AccessTokenData} returned from
     * {@link OAuth2Service#exchangeAuthorizationCode(AuthorizationCodeGrantRequest)}. Useful if a token is requested
     * directly by your HTTP server.
     *
     * @param restClient a Discord REST API client for performing requests
     * @param clientId your application's client ID
     * @param clientSecret your application's client secret
     * @param data the access token object
     * @return a client that can work with a valid token to perform API requests
     */",discord4j.oauth2
"public List<ApplicationCommandInteractionOption> getOptions() {
        return getInteraction().getCommandInteraction()
                .orElseThrow(IllegalStateException::new) // should always be present for chat input commands
                .getOptions();
    }","/**
     * Gets the options of the invoked command.
     *
     * @return The options of the invoked command.
     */",discord4j.core.event.domain.interaction
"default int getPosition()
    {
        int position = getGuild().getChannels().indexOf(this);
        if (position > -1)
            return position;
        throw new IllegalStateException(""Somehow when determining position we never found the "" + getType().name() + "" in the Guild's channels? wtf?"");
    }","/**
     * The position of this channel in the channel list of the guild.
     * <br>This does not account for thread channels, as they do not have positions.
     *
     * <p>This is functionally equivalent to {@code getGuild().getChannels().indexOf(channel)}.
     * To efficiently compare the position between channels, it is recommended to use {@link #compareTo(Object)} instead of the position.
     *
     * @throws IllegalStateException
     *         If this channel is not in the guild cache
     *
     * @return Zero-based int of position of the GuildChannel.
     */",net.dv8tion.jda.api.entities.channel.attribute
"public Publisher<?> onScheduledEventCreate(ScheduledEventCreateEvent event) {
        return Mono.empty();
    }","/**
     * Invoked when a scheduled event is created.
     *
     * @param event the event instance
     * @return a {@link Publisher} that completes when this listener has done processing the event, for example,
     * returning any {@link Mono}, {@link Flux} or synchronous code using {@link Mono#fromRunnable(Runnable)}.
     */",discord4j.core.event
"public static GetRoleByIdAction getRoleById(long guildId, long roleId) {
        return new GetRoleByIdAction(guildId, roleId);
    }","/**
     * Creates an action to retrieve data for the role corresponding to the given guild ID and role ID.
     *
     * @param guildId the guild ID
     * @param roleId  the role ID
     * @return a new {@link GetRoleByIdAction}
     */",discord4j.common.store.action.read
"@Nonnull
    @Unmodifiable
    List<IMentionable> getMentions(@Nonnull Message.MentionType... types);","/**
     * Combines all instances of {@link net.dv8tion.jda.api.entities.IMentionable IMentionable}
     * filtered by the specified {@link net.dv8tion.jda.api.entities.Message.MentionType MentionType} values.
     * <br>If a {@link Member} is available, it will be taken in favor of a {@link User}.
     * This only provides either the Member or the User instance, rather than both.
     *
     * <p>If no MentionType values are given, all types are used.
     *
     * @param  types
     *         {@link net.dv8tion.jda.api.entities.Message.MentionType MentionTypes} to include
     *
     * @throws java.lang.IllegalArgumentException
     *         If provided with {@code null}
     *
     * @return Immutable list of filtered {@link net.dv8tion.jda.api.entities.IMentionable IMentionable} instances
     */",net.dv8tion.jda.api.entities
"@Nonnull
    public CompletableFuture<File> downloadToFile(@Nonnull File file, int width, int height)
    {
        Checks.notNull(file, ""File"");

        final CompletableFuture<Path> downloadToPathFuture = downloadToPath(getUrl(width, height), file.toPath());
        return FutureUtil.thenApplyCancellable(downloadToPathFuture, Path::toFile);
    }","/**
     * Downloads the data of this attachment, at the specified width and height, and stores it in the specified file.
     * <br>The attachment, if an image, may be resized at any size, however if the size does not fit the ratio of the image, then it will be cropped as to fit the target size.
     * <br>If the attachment is not an image then the size parameters are ignored and the file is downloaded.
     *
     * <p><b>Implementation note:</b>
     *       The file is first downloaded into a temporary file, the file is then moved to its real destination when the download is complete.
     *
     * @param  file
     *         The file in which to download the image
     * @param  width
     *         The width of this image, must be positive
     * @param  height
     *         The height of this image, must be positive
     *
     * @throws IllegalArgumentException
     *         If any of the follow checks are true
     *         <ul>
     *             <li>The target file is null</li>
     *             <li>The parent folder of the target file does not exist</li>
     *             <li>The target file exists and is not a {@link Files#isRegularFile(Path, LinkOption...) regular file}</li>
     *             <li>The target file exists and is not {@link Files#isWritable(Path) writable}</li>
     *             <li>The requested width is negative or 0</li>
     *             <li>The requested height is negative or 0</li>
     *         </ul>
     *
     * @return {@link CompletableFuture} which holds a {@link File}, it is the same as the file passed in the parameters.
     */",net.dv8tion.jda.api.utils
"@Nonnull
    List<? extends AttachedFile> getAttachments();","/**
     * The configured message attachments as {@link AttachedFile}, this is the opposite of {@link MessageRequest#setFiles(Collection)} and only returns what was set using that setter.
     *
     * <p>For message edit requests, this will not be the current file attachments of the message.
     *
     * @return The currently configured attachments, or an empty list if none were set yet
     *
     * @see    MessageRequest#setFiles(Collection)
     */",net.dv8tion.jda.api.utils.messages
"Publisher<Void> handle(DiscordOAuth2Client client, HttpServerRequest req, HttpServerResponse res);","/**
     * Handle an incoming request to provide a response after an OAuth2 login is completed.
     *
     * @param client an authenticated client to perform API operations on behalf of the user
     * @param req a reactor-netty HTTP request accessors
     * @param res a reactor-netty HTTP response accessors
     * @return the response sent to the user, typically derived from one of the {@code send*} methods in
     * {@link HttpServerResponse}
     */",discord4j.oauth2
"@Nonnull
    @Unmodifiable
    public List<Object> getOptions(@Nonnull AuditLogOption... options)
    {
        Checks.notNull(options, ""Options"");
        List<Object> items = new ArrayList<>(options.length);
        for (AuditLogOption option : options)
        {
            Object obj = getOption(option);
            if (obj != null)
                items.add(obj);
        }
        return Collections.unmodifiableList(items);
    }","/**
     * Constructs a filtered, immutable list of options corresponding to
     * the provided {@link net.dv8tion.jda.api.audit.AuditLogOption AuditLogOptions}.
     * <br>This will exclude options with {@code null} values!
     *
     * @param  options
     *         The not-null {@link net.dv8tion.jda.api.audit.AuditLogOption AuditLogOptions}
     *         which will be used to gather option values via {@link #getOption(AuditLogOption) getOption(AuditLogOption)}!
     *
     * @throws java.lang.IllegalArgumentException
     *         If provided with null options
     *
     * @return Unmodifiable list of representative values
     */",net.dv8tion.jda.api.audit
"Get gseture name
            final String gesture = this.intToStringGestureMapping.get((int) StatUtils.mode(kNearestNeighbor)[0]);","/**
         * Knn algorithm. Take the nearest k vector from our feature vector and return the associated gesture
         *
         */",jestures.core.recognition
"OFF Magicnumber AH DI MI TOCCA
    public static void wrapNodeOnScrollPane(final JFXScrollPane pane, final Node node, final String titleString,
            final String cssId) {
        // list.setMinHeight(1000); //ACTIVATE SCROLL
        final StackPane container = new StackPane(node);
        container.setPadding(new Insets(-1));
        pane.setContent(container);
        final Label title = new Label(titleString);
        pane.getBottomBar().getChildren().add(title);
        title.setStyle(""-fx-text-fill:WHITE; -fx-font-size: 40;"");
        StackPane.setMargin(title, new Insets(0, 0, 0, 80));
        StackPane.setAlignment(title, Pos.CENTER_LEFT);
        pane.getMainHeader().setId(cssId);

        // CHECKSTYLE:ON Magicnumber
    }","/**
     * Wrap a {@link JFXListView} on a {@link JFXScrollPane} adding functionality.
     *
     * @param pane
     *            the {@link JFXScrollPane} pane
     * @param node
     *            the {@link Node}
     * @param titleString
     *            the {@link String} title
     * @param cssId
     *            the cssId
     */",jestures.core.view.utils
"@Nonnull
    @CheckReturnValue
    ChannelAction<? extends ICopyableChannel> createCopy();","/**
     * Creates a copy of the specified {@link GuildChannel GuildChannel}.
     *
     * <p>This copies the following elements:
     * <ol>
     *     <li>Name</li>
     *     <li>Parent Category (if present)</li>
     *     <li>Voice Elements (Bitrate, Userlimit)</li>
     *     <li>Text Elements (Topic, NSFW, Slowmode)</li>
     *     <li>All permission overrides for Members/Roles</li>
     * </ol>
     *
     * <p>Possible {@link net.dv8tion.jda.api.requests.ErrorResponse ErrorResponses} caused by
     * the returned {@link net.dv8tion.jda.api.requests.RestAction RestAction} include the following:
     * <ul>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#MISSING_PERMISSIONS MISSING_PERMISSIONS}
     *     <br>The channel could not be created due to a permission discrepancy</li>
     *
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#MISSING_ACCESS MISSING_ACCESS}
     *     <br>The {@link net.dv8tion.jda.api.Permission#VIEW_CHANNEL VIEW_CHANNEL} permission was removed</li>
     * </ul>
     *
     * @throws net.dv8tion.jda.api.exceptions.PermissionException
     *         If the currently logged in account does not have the {@link net.dv8tion.jda.api.Permission#MANAGE_CHANNEL MANAGE_CHANNEL} Permission
     *
     * @return A specific {@link ChannelAction ChannelAction}
     *         <br>This action allows to set fields for the new GuildChannel before creating it!
     */",net.dv8tion.jda.api.entities.channel.attribute
"public static GetAutoModRuleByIdAction getAutoModRuleById(long guildId, long autoModRuleId) {
        return new GetAutoModRuleByIdAction(guildId, autoModRuleId);
    }","/**
     * Creates an action to retrieve data for the automod rule corresponding to the given guild ID and automod rule ID.
     *
     * @param guildId the guild ID
     * @param autoModRuleId the automod rule ID
     * @return a new {@link GetAutoModRuleByIdAction}
     */",discord4j.common.store.action.read
"@Nonnull
    @CheckReturnValue
    CustomEmojiManager getManager();","/**
     * The {@link CustomEmojiManager Manager} for this emoji, used to modify
     * properties of the emoji like name and role restrictions.
     * <br>You modify multiple fields in one request by chaining setters before calling {@link net.dv8tion.jda.api.requests.RestAction#queue() RestAction.queue()}.
     *
     * @throws net.dv8tion.jda.api.exceptions.InsufficientPermissionException
     *         If the currently logged in account does not have {@link net.dv8tion.jda.api.Permission#MANAGE_GUILD_EXPRESSIONS Permission.MANAGE_GUILD_EXPRESSIONS}
     *
     * @return The CustomEmojiManager for this emoji
     */",net.dv8tion.jda.api.entities.emoji
"public Channel.Type getType() {
        return Channel.Type.of(data.type());
    }","/**
     * Gets the type of the channel.
     *
     * @return The type of the channel.
     */",discord4j.core.object.command
"public int getGuildUnavailableCount()
    {
        return unavailableGuilds;
    }","/**
     * Number of guilds currently not available to this session
     * <br>Discord failed to connect these guilds to our gateway and we had to discard them for now.
     * These might become available again later and will then fire a {@link net.dv8tion.jda.api.events.guild.GuildReadyEvent GuildReadyEvent}.
     *
     * @return Number of currently unavailable guilds
     */",net.dv8tion.jda.api.events.session
"@Nonnull
    public static CommandData user(@Nonnull String name)
    {
        return new CommandDataImpl(Command.Type.USER, name);
    }","/**
     * Create a user context menu command builder.
     *
     * @param  name
     *         The command name, 1-32 characters
     *
     * @throws IllegalArgumentException
     *         If the name is not between 1-32 characters long
     *
     * @return {@link CommandData}
     */",net.dv8tion.jda.api.interactions.commands.build
"@Nullable
    public ImageProxy getNewSplash()
    {
        final String newSplashUrl = getNewSplashUrl();
        return newSplashUrl == null ? null : new ImageProxy(newSplashUrl);
    }","/**
     * Returns an {@link ImageProxy} for this guild's new splash image.
     *
     * @return Possibly-null {@link ImageProxy} of this guild's new splash image
     *
     * @see    #getNewSplashUrl()
     */",net.dv8tion.jda.api.events.guild.update
"public Store getStore() {
        return store;
    }","/**
     * Returns the {@link Store} used to cache data during gateway sessions.
     *
     * @return the {@link Store} instance
     */",discord4j.core
"public Mono<Message> editFollowup(final Snowflake messageId, InteractionReplyEditSpec spec) {
        Objects.requireNonNull(spec);
        return Mono.defer(() -> {
                    InteractionReplyEditSpec actualSpec = getClient().getRestClient().getRestResources()
                            .getAllowedMentions()
                            .filter(allowedMentions -> !spec.isAllowedMentionsPresent())
                            .map(spec::withAllowedMentionsOrNull)
                            .orElse(spec);
                    return getInteractionResponse().editFollowupMessage(messageId.asLong(), actualSpec.asRequest());
                })
                .map(data -> new Message(getClient(), data));
    }","/**
     * Edits a follow-up message to this interaction.
     *
     * @param messageId the follow-up message ID to edit
     * @param spec an immutable object that specifies how to build the edited follow-up message
     * @return a {@link Mono} where, upon successful completion, emits the updated follow-up message. If an error is
     * received, it is emitted through the {@code Mono}.
     */",discord4j.core.event.domain.interaction
"@Nonnull
    StageInstance getStageInstance();","/**
     * The associated {@link StageInstance}
     *
     * @return The {@link StageInstance}
     */",net.dv8tion.jda.api.managers
"public Mono<User> getOwner() {
        return gateway.getUserById(getOwnerId());
    }","/**
     * Requests to retrieve the current team owner.
     *
     * @return A {@link Mono} where, upon successful completion, emits the {@link User} associated with the current
     * team owner. If an error is received, it is emitted through the {@code Mono}.
     */",discord4j.core.object.entity
"@Nonnull
    static CustomKeywordTriggerConfig keywordFilter(@Nonnull String... keywords)
    {
        return new CustomKeywordTriggerConfig().addKeywords(keywords);
    }","/**
     * Trigger on messages containing certain keywords or regex patterns.
     * <br>Keywords are matched case-insensitively, and may also contain whitespace.
     *
     * <p>You can use wildcards at the keyword boundaries to extend the matches:
     * <br>{@code ""foo*""} can match {@code ""foo""}, {@code ""foobar""}, {@code ""foo-bar""}, etc.
     * <br>{@code ""*foo*""} can match {@code ""foo""}, {@code ""foobar""}, {@code ""barfoo""}, etc.
     * <br>{@code ""*foo""} can match {@code ""foo""}, {@code ""barfoo""}, {@code ""bar-foo""}, etc.
     *
     * <p>You can also use regex patterns using {@link #patternFilter(String...)} or {@link CustomKeywordTriggerConfig#addPatterns(String...)}.
     *
     * @param  keywords
     *         The keywords to match (case-insensitive)
     *
     * @throws IllegalArgumentException
     *         <ul>
     *             <li>If any of the keywords are empty, blank, or null</li>
     *             <li>If more than {@value AutoModRule#MAX_KEYWORD_AMOUNT} keywords are added</li>
     *             <li>If any of the keywords is longer than {@value AutoModRule#MAX_KEYWORD_LENGTH} characters</li>
     *         </ul>
     *
     * @return {@link CustomKeywordTriggerConfig}
     */",net.dv8tion.jda.api.entities.automod.build
"public UserDataImpl(final String name) {
        this.userName = name;
        this.gestureLength = UserDataImpl.DEFAULT_GESTURE_LENGTH;
        this.recognitionSettings = new RecognitionSettingsImpl(UserDataImpl.DEFAULT_UPDATE, UserDataImpl.DEFAULT_RADIUS,
                UserDataImpl.DEFAULT_MIN_TRESHOLD, UserDataImpl.DEFAULT_MAX_TRESHOLD, UserDataImpl.DEFAULT_TIME_SEP,
                UserDataImpl.DEFAULT_MATCH);
        this.gestures = new HashMap<>();
        UserDataImpl.LOG.getClass();
    }","/**
     * The constructor for the {@link UserDataImpl} class.
     *
     * @param name
     *            the String username
     */",jestures.core.recognition.gesturedata
"@Nonnull
    ConnectionStatus getConnectionStatus();","/**
     * The current {@link net.dv8tion.jda.api.audio.hooks.ConnectionStatus ConnectionStatus}.
     * <br>This status indicates represents the connection status of an audio connection.
     *
     * @return The current {@link net.dv8tion.jda.api.audio.hooks.ConnectionStatus ConnectionStatus}.
     */",net.dv8tion.jda.api.managers
"public static GetExactMembersInGuildAction getExactMembersInGuild(long guildId) {
        return new GetExactMembersInGuildAction(guildId);
    }","/**
     * Creates an action to retrieve data for all members for the given guild ID. If some members are not present in
     * the store and thus is not able to return the full member list of the guild, executing this action will error
     * with {@link ExactResultNotAvailableException}.
     *
     * @param guildId the guild ID
     * @return a new {@link GetExactMembersInGuildAction}
     */",discord4j.common.store.action.read
"@Nonnull
    RoleManager getManager();","/**
     * The {@link RoleManager RoleManager} for this Role.
     * In the RoleManager, you can modify all its values.
     * <br>You modify multiple fields in one request by chaining setters before calling {@link net.dv8tion.jda.api.requests.RestAction#queue() RestAction.queue()}.
     *
     * @throws net.dv8tion.jda.api.exceptions.InsufficientPermissionException
     *         If the currently logged in account does not have {@link net.dv8tion.jda.api.Permission#MANAGE_ROLES Permission.MANAGE_ROLES}
     * @throws net.dv8tion.jda.api.exceptions.HierarchyException
     *         If the currently logged in account does not have the required position to modify this role
     *
     * @return The RoleManager of this Role
     */",net.dv8tion.jda.api.entities
"public Mono<GuildUpdateData> getData() {
        return getData(true);
    }","/**
     * Retrieve this guild's data upon subscription.
     *
     * @return a {@link Mono} where, upon successful completion, emits the {@link GuildUpdateData} belonging to this
     * entity. If an error is received, it is emitted through the {@code Mono}.
     */",discord4j.rest.entity
default void handleCombinedAudio(@Nonnull CombinedAudio combinedAudio) {},"/**
     * If {@link #canReceiveCombined()} returns true, JDA will provide a {@link net.dv8tion.jda.api.audio.CombinedAudio CombinedAudio}
     * object to this method <b>every 20 milliseconds</b>. The data provided by CombinedAudio is all audio that occurred
     * during the 20 millisecond period mixed together into a single 20 millisecond packet. If no users spoke, this method
     * will still be provided with a CombinedAudio object containing 20 milliseconds of silence and
     * {@link CombinedAudio#getUsers()}'s list will be empty.
     * <p>
     * The main use of this method is if you are wanting to record audio. Because it automatically combines audio and
     * maintains timeline (no gaps in audio due to silence) it is an incredible resource for audio recording.
     * <p>
     * If you are wanting to do audio processing (voice recognition) or you only want to deal with a single user's audio,
     * please consider {@link #handleUserAudio(UserAudio)}.
     * <p>
     * Output audio format: 48KHz 16bit stereo signed BigEndian PCM
     * <br>and is defined by: {@link net.dv8tion.jda.api.audio.AudioReceiveHandler#OUTPUT_FORMAT AudioRecieveHandler.OUTPUT_FORMAT}
     *
     * @param  combinedAudio
     *         The combined audio data.
     */",net.dv8tion.jda.api.audio
public abstract void onLevelUp(Faction faction);,"/**
     * Method called on level up.
     */",com.massivecraft.factions.addon.upgradeaddon
boolean canInteract(@Nonnull Role role);,"/**
     * Whether this Role can interact with the specified Role.
     * (move/manage/etc.)
     *
     * @param  role
     *         The not-null role to compare to
     *
     * @throws IllegalArgumentException
     *         if the provided Role is null or not from the same {@link net.dv8tion.jda.api.entities.Guild Guild}
     *
     * @return True, if this role can interact with the specified role
     */",net.dv8tion.jda.api.entities
"@Nonnull
    public static String getDateTimeString(@Nonnull OffsetDateTime time)
    {
        return time.format(dtFormatter);
    }","/**
     * Returns a prettier String-representation of a OffsetDateTime object
     *
     * @param  time
     *         The OffsetDateTime object to format
     *
     * @return The String of the formatted OffsetDateTime
     */",net.dv8tion.jda.api.utils
"@Nonnull
        public Route getBaseRoute()
        {
            return baseRoute;
        }","/**
         * The route template with the original placeholders.
         *
         * @return The route template with the original placeholders
         */",net.dv8tion.jda.api.requests
"@Nonnull
    @Unmodifiable
    public List<TemplateChannel.PermissionOverride> getPermissionOverrides()
    {
        return this.permissionOverrides;
    }","/**
     * Gets all of the {@link net.dv8tion.jda.api.entities.templates.TemplateChannel.PermissionOverride PermissionOverrides} that are part
     * of this {@link net.dv8tion.jda.api.entities.templates.TemplateChannel TemplateChannel}.
     * <br><b>This will only contain {@link net.dv8tion.jda.api.entities.templates.TemplateRole Role} overrides.</b>
     *
     * @return Immutable list of all {@link net.dv8tion.jda.api.entities.templates.TemplateChannel.PermissionOverride PermissionOverrides}
     *         for this {@link net.dv8tion.jda.api.entities.templates.TemplateChannel TemplateChannel}.
     */",net.dv8tion.jda.api.entities.templates
"public Mono<Member> getMember() {
        return voiceStateData.member().toOptional()
                .map(data -> Mono.just(new Member(gateway, data, voiceStateData.guildId().get().asLong())))
                .orElse(gateway.getMemberById(Snowflake.of(voiceStateData.guildId().get()),
                        Snowflake.of(voiceStateData.userId())));
    }","/**
     * Get the requesting member.
     *
     * @return A {@link Mono} where, upon successful completion, emits the
     *         {@link Member} who made this request
     */",discord4j.core.event.domain
"void notifyOnFrameChange(int frame, Queue<Vector2D> featureVector, Vector2D derivative, Vector2D distanceVector);","/**
     * Notify the {@link TrackerImpl} when a frame changes.
     *
     * @param frame
     *            the frame
     * @param featureVector
     *            the actual feature vector
     * @param derivative
     *            the derivative vector
     * @param distanceVector
     *            the distance vector from starting frame
     */",jestures.core.tracking
"Do not chunk any guilds (lazy loading) */
    ChunkingFilter NONE = (x) -> false;

    /**
     * Decide whether the specified guild should chunk members.
     *
     * @param  guildId
     *         The guild id
     *
     * @return True, if this guild should chunk
     */
    boolean filter(long guildId);",/** Chunk all guilds */,net.dv8tion.jda.api.utils
"public DiscordWebRequest body(Object body) {
        this.body = body;
        return this;
    }","/**
     * Set the given synchronous {@link java.lang.Object} as the body for the request.
     *
     * @param body the object to set as request body
     * @return this request
     */",discord4j.rest.request
"@Nonnull
    ScheduledEventAction setEndTime(@Nullable TemporalAccessor endTime);","/**
     * Sets the time that the new {@link ScheduledEvent} will end at.
     * Events of {@link ScheduledEvent.Type#EXTERNAL Type.EXTERNAL} will automatically
     * end at this time, and events of {@link ScheduledEvent.Type#STAGE_INSTANCE Type.STAGE_INSTANCE}
     * and {@link ScheduledEvent.Type#VOICE Type.VOICE} will end a few minutes after the last
     * user has left the channel.
     * <p><b>Note:</b> Setting an end time is only possible for events of {@link ScheduledEvent.Type#EXTERNAL Type.EXTERNAL}.
     *
     * @param  endTime
     *         The time that the new {@link ScheduledEvent} is set to end at
     *
     * @throws java.lang.IllegalArgumentException
     *         If the provided end time is chronologically set before the start time
     *
     * @return The current ScheduledEventAction, for chaining convenience
     */",net.dv8tion.jda.api.requests.restaction
"@Nonnull
    @CheckReturnValue
    default WebhookMessageEditAction<Message> editOriginal(@Nonnull String content)
    {
        return editMessageById(""@original"", content);
    }","/**
     * Edit the source message sent by this interaction.
     * <br>For {@link IMessageEditCallback#editComponents(Collection)} and {@link IMessageEditCallback#deferEdit()} this will be the message the components are attached to.
     * For {@link IReplyCallback#deferReply()} and {@link IReplyCallback#reply(String)} this will be the reply message instead.
     *
     * <p>This method will be delayed until the interaction is acknowledged.
     *
     * <p>Possible {@link net.dv8tion.jda.api.requests.ErrorResponse ErrorResponses} include:
     * <ul>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_WEBHOOK UNKNOWN_WEBHOOK}
     *     <br>The webhook is no longer available, either it was deleted or in case of interactions it expired.</li>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_MESSAGE UNKNOWN_MESSAGE}
     *     <br>The message for that id does not exist</li>
     * </ul>
     *
     * @param  content
     *         The new message content to use
     *
     * @throws IllegalArgumentException
     *         If the provided content is null, empty, or longer than {@link Message#MAX_CONTENT_LENGTH}
     *
     * @return {@link WebhookMessageEditAction}
     */",net.dv8tion.jda.api.interactions
